text,likes,published_at,clean_text
"Kayaknya a57 ini cuma body dan layar aja yg dipoles dikit, kalo soal sofwer masih sama kayak samsung A5 pendahulunya.",0,2026-04-09T04:04:06Z,kayaknya a57 cuma body layar aja yg dipoles dikit kalo soal sofwer sama kayak samsung a5 pendahulunya
"Hanya orang-orang yang kemakan sama ""brand bagus"" yang tetep milih produk overprice. Males ngulik spesifikasi, males nyari tau lebih, males compare produk satu dan lain, intinya males semua.",0,2026-04-09T04:04:01Z,orangorang kemakan sama brand bagus tetep milih produk overprice males ngulik spesifikasi males nyari tau lebih males compare produk satu intinya males semua
"punya bajet <10jt pilih merk selain samsung, punya bajet >10jt pilih samsung.",0,2026-04-09T04:03:54Z,punya bajet 10jt pilih merk samsung punya bajet 10jt pilih samsung
Tecno camon 50 series kapan bang?,0,2026-04-09T04:03:49Z,tecno camon 50 series kapan bang
Lightsaberable ngga?,0,2026-04-09T04:03:48Z,lightsaberable ngga
A17 juga bagus,0,2026-04-09T04:03:41Z,a17 bagus
"Apalah dayaku, nonton review A57 cuma pake Oppo tua A92 yang mentok di android 11 🤭😔😥",0,2026-04-09T04:03:16Z,apalah dayaku nonton review a57 cuma pake oppo tua a92 mentok android 11
"ini yg gua bingung heran dn msih mikir2, di harga 7 jt gua jujur lebi tertarik ke brand lain si, tpi emng dri segi desain samsung juara, elegan ganteng dn kesannya mewah, samsung coi ini, tpi cipset aduhh, liat brand lain msih banyak di atasnya, misal di harga 7 jt, udh ada poco yg jauh lebi garangg performanya, sedangkan samsung msih cipset bawaan yg antutunya ada g sampe 1,5 jt.. tpi yaa kembali lgi INI SAMSUNGG.. 😅",0,2026-04-09T04:03:13Z,yg gua bingung heran dn msih mikir2 harga 7 jt gua jujur lebi tertarik brand si tpi emng dri segi desain samsung juara elegan ganteng dn kesannya mewah samsung coi tpi cipset aduhh liat brand msih banyak atasnya misal harga 7 jt udh poco yg jauh lebi garangg performanya samsung msih cipset bawaan yg antutunya g sampe 15 jt tpi yaa lgi samsungg
"Harga segitu dapat hp China spek super,bahkan speknya jauh diatas a57.
Soal kualitas juga sama saja.",0,2026-04-09T04:03:09Z,harga segitu hp china spek superbahkan speknya jauh diatas a57 soal kualitas sama
A57 / poco x8 pro?,0,2026-04-09T04:02:26Z,a57 poco x8 pro
"nonton ulasan galaxy s26+ dari pengulas gawai korea, exynos 2600 itu cocoknya pasangkan ke seri A paling tinggi untuk kelinci percobaan exynos",0,2026-04-09T04:02:25Z,nonton ulasan galaxy s26 pengulas gawai korea exynos 2600 cocoknya pasangkan seri a paling tinggi kelinci percobaan exynos
a54 terlupakan😭,0,2026-04-09T04:02:24Z,a54 terlupakan
SKIP,0,2026-04-09T04:02:23Z,skip
"Saya tau kalo samsung itu harganya mahal, tp ini kelewatan harganya 😂",0,2026-04-09T04:02:15Z,tau kalo samsung harganya mahal tp kelewatan harganya
Jitter banget kameranya dut²an😢,1,2026-04-09T04:02:14Z,jitter banget kameranya dutan
Mending poco x 8 pro spek nya,0,2026-04-09T04:02:10Z,mending poco x 8 pro spek nya
"Nonton di A24, ada rencana mau ganti tapi kalau liat A57 divideo oferprice yah.
Mending ambil seri tahun kemarin lebih murah spek tipis-tipis update juga masih panjang.",0,2026-04-09T04:01:53Z,nonton a24 rencana mau ganti kalau liat a57 divideo oferprice yah mending ambil seri tahun kemarin lebih murah spek tipistipis update panjang
overprice not worth,0,2026-04-09T04:01:37Z,overprice not worth
Secuil kertas catatan untuk mencatat secuil upgrade 1:43 nice...,152,2026-04-09T04:01:24Z,secuil kertas catatan mencatat secuil upgrade 143 nice
"samsung paling anomali di baterai yg masih stuck di 5000 mah, padahal mereka duluan yg ngeluarin hp 7000 mah (Samsung M51) dan itu udah 6 tahun lalu. .
sekarang hp² lain udah nyusul, Samsung malah mundur. . --'",0,2026-04-09T04:01:11Z,samsung paling anomali baterai yg stuck 5000 mah padahal duluan yg ngeluarin hp 7000 mah samsung m51 udah 6 tahun lalu sekarang hp udah nyusul samsung malah mundur
"maau d bilang overprice , spek gtu2 aja dll ttep aja tuh hp paling laku😅 nnti klo udh turun harga nya wkwk",0,2026-04-09T04:01:09Z,maau d bilang overprice spek gtu2 aja ttep aja tuh hp paling laku nnti klo udh turun harga nya wkwk
A52s masih kepake ampe sekarang,0,2026-04-09T04:01:04Z,a52s kepake ampe sekarang
"Suka samsung, tp tdk tertarik dgn yg pake cipset exinos,, kelemahanx pada penangkapan sinyal,, agak susah di daerah",0,2026-04-09T04:01:01Z,suka samsung tp tdk tertarik dgn yg pake cipset exinos kelemahanx penangkapan sinyal susah daerah
kerja semangat,0,2026-04-09T03:59:57Z,kerja semangat
8.999.000 gelok,0,2026-04-09T03:59:49Z,8999000 gelok
hp 6-7jt masih 1.3 BM aduh samsul samsul,0,2026-04-09T03:59:45Z,hp 67jt 13 bm aduh samsul samsul
"Samsung dibawah 2020 😊
Samsung diatas 2020 😢

GREEN LINE IS REAL

samsung sucks",0,2026-04-09T03:59:42Z,samsung dibawah 2020 samsung diatas 2020 green line is real samsung sucks
"Yah,varian 512GB nggak masuk indo",0,2026-04-09T03:59:25Z,yahvarian 512gb masuk indo
Lebih cocok disebut A56s,0,2026-04-09T03:59:10Z,lebih cocok disebut a56s
User A52s yg benci banget lihat seri A5 sekarang krn ada lubanng audio jack nya...,0,2026-04-09T03:58:45Z,user a52s yg benci banget lihat seri a5 sekarang krn lubanng audio jack nya
Bagai mna dengan a37,0,2026-04-09T03:58:28Z,bagai mna a37
❤❤❤,0,2026-04-09T03:58:23Z,
"Sebagai pengguna A56, saya bilang mending Poco X8 pro max atau iqoo 15R 😅",0,2026-04-09T03:58:20Z,pengguna a56 bilang mending poco x8 pro max iqoo 15r
Kemungkinan karena Samsung masih diminati kaum boomer,0,2026-04-09T03:58:17Z,kemungkinan samsung diminati kaum boomer
Masih bersyukur masih betah pake samsung a52 😂,0,2026-04-09T03:58:08Z,bersyukur betah pake samsung a52
"Sebelumnya user samsung A52, sekarang A56. Tapi untuk A57 sepertinya skip dulu",0,2026-04-09T03:57:36Z,sebelumnya user samsung a52 sekarang a56 a57 sepertinya skip dulu
Belum review Gadgetin review belum afdol..😅,0,2026-04-09T03:57:23Z,review gadgetin review afdol
"yg malesnya tuh, samsung A57 g masukin seri 12/512 ke indo, makanya gw skip dah,",0,2026-04-09T03:57:13Z,yg malesnya tuh samsung a57 g masukin seri 12512 indo makanya gw skip dah
Masih setia a5 2017😂😂,0,2026-04-09T03:57:13Z,setia a5 2017
"Jujur ini midrange yg bisa ngalahin S24, S25 bahkan Ip14. Exynossnya kenceng gk ada lawan cuyy",0,2026-04-09T03:57:05Z,jujur midrange yg ngalahin s24 s25 bahkan ip14 exynossnya kenceng gk lawan cuyy
"nyaman one UI
camera ok😂😂
semua sipp",0,2026-04-09T03:56:59Z,nyaman one ui camera semua sipp
512 nya mana?,0,2026-04-09T03:56:54Z,512 nya mana
"Selama masih banyak yg beli a series maka samsung tidak akan pernah melakukan upgrade signifikan. Buat apa upgrade kalo masih jadi HP terlaris? Wkwk. Pasar indo emang terbaik 
~om kutang",0,2026-04-09T03:56:30Z,selama banyak yg beli a series samsung pernah melakukan upgrade signifikan buat apa upgrade kalo jadi hp terlaris wkwk pasar indo emang terbaik om kutang
kurang jahat bang judul2mu,0,2026-04-09T03:56:28Z,kurang jahat bang judul2mu
Allhamdulillah bisa Nonton ini pakek A57 setelah bertahan 5 tahun lebih pake A51 ☺️,0,2026-04-09T03:56:00Z,allhamdulillah nonton pakek a57 bertahan 5 tahun lebih pake a51
"Masih pake A52s, mending tabung aja buat beli seri S yang terbaru nanti",0,2026-04-09T03:55:44Z,pake a52s mending tabung aja buat beli seri s terbaru
"Bagusnya Samsung A57 sekarang dia launchingnya saat orang pada mau ganti hp dari low range ke mid high range, dia promosinya paling pertama dibanding merek lain apalagi mau mendekati tanggal gajian pastinya semua orang sudah pasang dari tabungan uangnya beberapa bulan lalu untuk beli hp yang bagus dari hpnya yang dulu. Dan Samsung adalah salah satu brand yang dimasukin list buat dibeli bulan ini dan beberapa bulan kedepan kalau mereka suka dengan merek Samsung dan tidak ada masalah dengan stok dan penjualannya.",0,2026-04-09T03:55:36Z,bagusnya samsung a57 sekarang launchingnya orang mau ganti hp low range mid high range promosinya paling pertama dibanding merek mau mendekati tanggal gajian pastinya semua orang pasang tabungan uangnya beberapa bulan lalu beli hp bagus hpnya dulu samsung salah satu brand dimasukin list buat dibeli bulan beberapa bulan kedepan kalau suka merek samsung masalah stok penjualannya
"Kalau tidak terlalu penting dengan upgrade desain, bobot dan IP68 dan memang ingin beli Samsung A5X, mending A56 dengan harga yang lebih terjangkau dan selisih harganya dengan A57 bisa beli adapter atau wearable Samsung",0,2026-04-09T03:54:42Z,kalau terlalu penting upgrade desain bobot ip68 memang beli samsung a5x mending a56 harga lebih terjangkau selisih harganya a57 beli adapter wearable samsung
"cukup di A50 sampe s, ga ga lagi pake sumsang, makin kesini makin overprice mana charger di jual terpisah",0,2026-04-09T03:54:24Z,cukup a50 sampe s ga ga pake sumsang makin kesini makin overprice mana charger jual terpisah
Gue dapet samsung A57 ram 8/256 di harga 6.550 ambil ga ya ?,0,2026-04-09T03:53:38Z,gue dapet samsung a57 ram 8256 harga 6550 ambil ga
"A57 ❌
A56 Facelift ✅",0,2026-04-09T03:53:32Z,a57 a56 facelift
"Lg rame tuh promosi bohongan samsung,",0,2026-04-09T03:53:20Z,lg rame tuh promosi bohongan samsung
"Akhirnyaa...
Tinggal nunggu battle mid range 😅",0,2026-04-09T03:53:16Z,akhirnyaa tinggal nunggu battle mid range
"Makin lama harga mid range, nyentuh harga flagship ekonomis (FE) 😢😢.
harusnya A5* ini rentang 5-6,99jt.",54,2026-04-09T03:53:16Z,makin lama harga mid range nyentuh harga flagship ekonomis fe harusnya a5 rentang 5699jt
"Sebagian user samsung, kok takut suatu saat nanti hancur karena,""mesombongannya""",0,2026-04-09T03:53:07Z,sebagian user samsung kok takut suatu hancur karenamesombongannya
"Gak terlalu layak beli yah klo udah punya A56, tapi klo HPnya udah pake 5 s/d 7 thn lumayan layak lah buat di beli samsung a57 ini, mungkin bisa dpt alternatif lain dengan harga yg seimbang dengan hp ini.",0,2026-04-09T03:53:04Z,gak terlalu layak beli yah klo udah punya a56 klo hpnya udah pake 5 sd 7 thn lumayan layak lah buat beli samsung a57 mungkin dpt alternatif harga yg seimbang hp
poconya beraksi,0,2026-04-09T03:52:45Z,poconya beraksi
Makin lama makin ngelunjak brand ini,0,2026-04-09T03:52:16Z,makin lama makin ngelunjak brand
"Mantap Bang A57 SAMSUNG keren banget sukses selalu untuk Team Gedgetin, GBU.",2,2026-04-09T03:51:58Z,mantap bang a57 samsung keren banget sukses selalu team gedgetin gbu
"samsung terlalu nyantai sih masa hp baru updatenya tipis bgt, cuma fokus di design aja udah ngga kyk awal keluar seria A dengan performa dan harga yg cocok bgt
terlalu percaya diri dengan fansnya tapi tidak menganggap fans sebagai penompangnya keberlanjutan reputasi samsung dikelas mid range",0,2026-04-09T03:51:52Z,samsung terlalu nyantai sih masa hp baru updatenya tipis bgt cuma fokus design aja udah ngga kyk awal keluar seria a performa harga yg cocok bgt terlalu percaya diri fansnya menganggap fans penompangnya keberlanjutan reputasi samsung dikelas mid range
"samsung seri A ini kayaknya semacam honda seri vario, susah banget buat lain nya klo mau ngelawan",0,2026-04-09T03:51:38Z,samsung seri a kayaknya semacam honda seri vario susah banget buat nya klo mau ngelawan
ga worthed harganya mending poco x8 promax,0,2026-04-09T03:51:15Z,ga worthed harganya mending poco x8 promax
Kalau HP Samsung tunggu aja 1-2 bulan lg ntar udah turun harga minimal 1 juta bisa 2 juta 😂,0,2026-04-09T03:51:06Z,kalau hp samsung tunggu aja 12 bulan lg ntar udah turun harga minimal 1 juta 2 juta
Bang David kenapa udah gak review Tecno bang?😅,0,2026-04-09T03:50:48Z,bang david udah gak review tecno bang
"Harga oh hargaaa, ngerti sih lagi Ram crisis, tapi se engganya kasih lensa tele kek, supaya harganya make sense",0,2026-04-09T03:50:41Z,harga hargaaa ngerti sih ram crisis se engganya kasih lensa tele kek harganya make sense
"Samsung tetap d hati,tp budget tdk bisa bohong dipaksa jd ke yg lain hati (hp cina)",0,2026-04-09T03:50:37Z,samsung tetap d hatitp budget tdk bohong dipaksa jd yg hati hp cina
Masih setia make A50 buat nontonin perkembangan A series😌🤌,0,2026-04-09T03:50:12Z,setia make a50 buat nontonin perkembangan a series
Samsuul pelit😂,0,2026-04-09T03:50:11Z,samsuul pelit
Terima kasih bang udah mau update,0,2026-04-09T03:50:05Z,terima kasih bang udah mau update
Samsung kok pelit bezel ya,0,2026-04-09T03:49:40Z,samsung kok pelit bezel
Ya udahlah yaa THIS IS SAMSUNG,0,2026-04-09T03:49:37Z,udahlah yaa this is samsung
"Gara2 harga a57 yg kebangeten karna dr awal suka a series,skarang jadi bisa ngerasain kelebihan series S 😂
Akhirnya ambil s24fe & ternyata banyak lebihnya dan gk nyesel pindah series 🤣 dipakek indor apalagi outdoor mata gk perlu merem2 dan nutupin hp lg buat liat layarnya...",0,2026-04-09T03:49:26Z,gara2 harga a57 yg kebangeten karna dr awal suka a seriesskarang jadi ngerasain kelebihan series s akhirnya ambil s24fe ternyata banyak lebihnya gk nyesel pindah series dipakek indor outdoor mata gk perlu merem2 nutupin hp lg buat liat layarnya
Beli di bulan april dapet diskon 1.7 juta,0,2026-04-09T03:48:56Z,beli bulan april dapet diskon 17 juta
"Kalau cuma buat WA FB yutub samsung memang bndel awet sampai bertahun2
Aku masih pakai samsung A02s",0,2026-04-09T03:48:54Z,kalau cuma buat wa fb yutub samsung memang bndel awet bertahun2 aku pakai samsung a02s
Yah terlanjur co rewiuny baru muncul...hikshikss....agak nyesel belinya,0,2026-04-09T03:48:44Z,yah terlanjur co rewiuny baru munculhikshikssagak nyesel belinya
Nonton A57 pake A55😂,2,2026-04-09T03:48:39Z,nonton a57 pake a55
"udah kecewwa pake samsung, pke S series kmren kena lightsaber , mid range nanggung. hadeh",0,2026-04-09T03:48:33Z,udah kecewwa pake samsung pke s series kmren kena lightsaber mid range nanggung hadeh
Samsung jual gimik,0,2026-04-09T03:48:33Z,samsung jual gimik
"Masih ada samsung A31 😂
Kalo beli samsung lagi kayanya tidaak.. 😂
Mending merk lain..",0,2026-04-09T03:48:11Z,samsung a31 kalo beli samsung kayanya tidaak mending merk
Ga nyesel pilih S25 FE dibanding ini,0,2026-04-09T03:47:29Z,ga nyesel pilih s25 fe dibanding
"Samsung tetap kalah dibatre,pake nonstop cuma dapat setengah hari,sedang hp lain sudah sampe seharian batrenya sanggup,tidak lama lagi Samsung kalah dgn Xiaomi Oppo dan iqoo",0,2026-04-09T03:47:18Z,samsung tetap kalah dibatrepake nonstop cuma setengah harisedang hp sampe seharian batrenya sangguptidak lama samsung kalah dgn xiaomi oppo iqoo
Mantaaap,0,2026-04-09T03:47:17Z,mantaaap
Akhirnya di riviuw jgaa yg di tunggu2,0,2026-04-09T03:47:12Z,akhirnya riviuw jgaa yg tunggu2
Poco x8 pro vs Samsung a57 bg...,0,2026-04-09T03:47:10Z,poco x8 pro vs samsung a57 bg
Geecep,0,2026-04-09T03:46:50Z,geecep
Hadir,0,2026-04-09T03:46:48Z,hadir
pengen tp harganya jauh bgt,0,2026-04-09T03:46:29Z,pengen tp harganya jauh bgt
klo 5-6 jutaan mending poco,0,2026-04-09T03:46:26Z,klo 56 jutaan mending poco
"Samsung A57 adalah Samsung A56 versi yang diekspetasikan banyak orang: bezzel tipis, ringan, design, super amoled+, IP68, kamera depan 1080p 60fps, transisi rekaman video dll

Yg mana semuanya itu hampir bare minimum buat HP midrange di harganya",0,2026-04-09T03:45:43Z,samsung a57 samsung a56 versi diekspetasikan banyak orang bezzel tipis ringan design super amoled ip68 kamera depan 1080p 60fps transisi rekaman video yg mana semuanya hampir bare minimum buat hp midrange harganya
Pasukan A55 mana suaranyaaa....,0,2026-04-09T03:45:42Z,pasukan a55 mana suaranyaaa
Nahh akhirnya..Wajib harus nungguin video bang David dulu ngereview bru beli 😃,0,2026-04-09T03:45:23Z,nahh akhirnyawajib nungguin video bang david dulu ngereview bru beli
Harga lebih mahal dari generasi sebelumnya,0,2026-04-09T03:45:22Z,harga lebih mahal generasi sebelumnya
Udah gila 😂,0,2026-04-09T03:45:20Z,udah gila
Aku malah lebih suka desain ss a56 5g,0,2026-04-09T03:45:11Z,aku malah lebih suka desain ss a56 5g
"Nonton pake samsung A55 cuma bisa tersenyum, soalnya gak terlalu jauh perbedaannya",0,2026-04-09T03:44:43Z,nonton pake samsung a55 cuma tersenyum soalnya gak terlalu jauh perbedaannya
review infinix gt 30 5g,0,2026-04-09T03:44:42Z,review infinix gt 30 5g
"Kalo nggk flagship jangan pake samsung, tanggung,,",0,2026-04-09T03:44:20Z,kalo nggk flagship jangan pake samsung tanggung
Overprice ga si mending langsung s25 fe😂,0,2026-04-09T03:43:45Z,overprice ga si mending langsung s25 fe
"Gw user A56 mei nanti udah setahun pemakaian,dilihat dr spek A57 gw rasa ga harus update krna ga terlalu signifikan..",0,2026-04-09T03:43:31Z,gw user a56 mei udah setahun pemakaiandilihat dr spek a57 gw rasa ga update krna ga terlalu signifikan
"Kalo dilihat dari harganya ini setara Xiaomi 15t sampe Poco f8 pro.

Secara spek jelas kalah jauuuuuh kalo dibandingin Xiaomi 15t apalagi Poco f8 pro.

Secara kualitas, durabilitas, update software, garansi dll antara hp China dan Samsung sekarang mirip2.

Tapi user Samsung rela bayar lebih buat experience software yg lebih bagus.

Ini mah bayar HP-nya 5 juta, bayar UI dan nama brand 3-4 juta. Tapi kalo rela sih gak masalah.",0,2026-04-09T03:43:30Z,kalo dilihat harganya setara xiaomi 15t sampe poco f8 pro spek jelas kalah jauuuuuh kalo dibandingin xiaomi 15t poco f8 pro kualitas durabilitas update software garansi hp china samsung sekarang mirip2 user samsung rela bayar lebih buat experience software yg lebih bagus mah bayar hpnya 5 juta bayar ui nama brand 34 juta kalo rela sih gak masalah
Yg nonton pake samsung A56 👆,1,2026-04-09T03:43:27Z,yg nonton pake samsung a56
Bang david...Kalo boleh bandingin A57 VS X8 Pro MAX...supaya fanboy terbuka matanya..,1,2026-04-09T03:42:55Z,bang davidkalo bandingin a57 vs x8 pro maxsupaya fanboy terbuka matanya
"kemballi lagi, usernya d bikin nyaman pake OneUI",0,2026-04-09T03:42:39Z,kemballi usernya d bikin nyaman pake oneui
"selama pakai exynos, g dulu mohon maaf terima kasih, masih nyaman A73 yg snapdragon",0,2026-04-09T03:42:32Z,selama pakai exynos g dulu mohon maaf terima kasih nyaman a73 yg snapdragon
"Mending fe series sekalian, tinggalin A series not worthit untuk upgrade, mending hp² jianghu, hp² murim udah gk menarik",0,2026-04-09T03:42:31Z,mending fe series sekalian tinggalin a series not worthit upgrade mending hp jianghu hp murim udah gk menarik
masih menunggu Review IQOO 15 Ultra,0,2026-04-09T03:42:11Z,menunggu review iqoo 15 ultra
"Masih setia sama samsung m23 5g pemakaian sdh 3tahun masih lancar
apa yang patut di banggakan
Jaringan sudah sama sama 5g
Paling bedanya di cipset ram sama internal
Ikutin nafsu gak ada habisnya",0,2026-04-09T03:41:40Z,setia sama samsung m23 5g pemakaian sdh 3tahun lancar apa patut banggakan jaringan sama sama 5g paling bedanya cipset ram sama internal ikutin nafsu gak habisnya
Ngk beda jauh A56 harga juga beda jauh 😂😂😂,0,2026-04-09T03:41:27Z,ngk beda jauh a56 harga beda jauh
Layar gampang garis hijau... Udah basiii sama merek yang 1 ini,0,2026-04-09T03:41:14Z,layar gampang garis hijau udah basiii sama merek 1
bang coba review kamera dong yg bagus untuk thn ini dan harganya juga yg terjangkau,0,2026-04-09T03:41:12Z,bang coba review kamera dong yg bagus thn harganya yg terjangkau
Sekarang itu kayaknya rumus beli Hp Samsung 1 generasi dari yang terbaru.,0,2026-04-09T03:40:49Z,sekarang kayaknya rumus beli hp samsung 1 generasi terbaru
Yg liat samsung A57 apakah ada yg kaget dengan updatenya??,0,2026-04-09T03:40:47Z,yg liat samsung a57 yg kaget updatenya
Pelit casan,0,2026-04-09T03:40:44Z,pelit casan
"Baru ganti a56 1 bulan lalu, a57 malah nongol😢",0,2026-04-09T03:40:39Z,baru ganti a56 1 bulan lalu a57 malah nongol
Nunggu a58 lah hahahahha,0,2026-04-09T03:40:39Z,nunggu a58 lah hahahahha
Berarti mending ga udah upgrade yaaak😂,0,2026-04-09T03:40:19Z,berarti mending ga udah upgrade yaaak
orang ke 36.427,0,2026-04-09T03:40:12Z,orang 36427
"Bang sorry,coba dong review Sony xperia 1 mark vii",0,2026-04-09T03:39:49Z,bang sorrycoba dong review sony xperia 1 mark vii
MASIH SETIA NUNGGU REVIEW TECNO CAMON 50 PRO 5G,0,2026-04-09T03:39:37Z,setia nunggu review tecno camon 50 pro 5g
msh pakek A54 krn msh ad slot buat mmc,0,2026-04-09T03:39:24Z,msh pakek a54 krn msh ad slot buat mmc
Ga usah beli hahaha jelek,0,2026-04-09T03:39:13Z,ga usah beli hahaha jelek
Siapa yg nonton review A57 sambil pake samsung A55 5G?😅,1,2026-04-09T03:38:59Z,siapa yg nonton review a57 pake samsung a55 5g
Di harga segitu mending ambil poco x 8 pro max udh dapet yg 12/512 masih ada kembalian,0,2026-04-09T03:38:53Z,harga segitu mending ambil poco x 8 pro max udh dapet yg 12512 kembalian
"Skipp mending a56 aja
Dulu juga fansboy samsung. Tapi ketika LCD kenak. Mahal banget dan itungan nya rugi. 2 tahun udah mulai lemot.",0,2026-04-09T03:38:32Z,skipp mending a56 aja dulu fansboy samsung lcd kenak mahal banget itungan nya rugi 2 tahun udah mulai lemot
Masih setia di j5 Prime sampe sekrang✌,0,2026-04-09T03:38:26Z,setia j5 prime sampe sekrang
A55-A56 laris ya harga nya masih beneran mid range. Dan masih banyak point plus di range harga segitu. Kalau A57 Dengan harga segini ya gk worth lahh. Mepet s25 FE😂,0,2026-04-09T03:38:14Z,a55a56 laris harga nya beneran mid range banyak point plus range harga segitu kalau a57 harga segini gk worth lahh mepet s25 fe
Yang a55 aja belum kebeli malah keluar aja a57 😢,1,2026-04-09T03:38:07Z,a55 aja kebeli malah keluar aja a57
dah bosen di midrange sekarang pake s25+,0,2026-04-09T03:37:25Z,dah bosen midrange sekarang pake s25
"Bro SAMSUNG A57 gak jauh beda sama SAMSUNG A72 😅😂 , lebih baik A72 cuma 2jtan masih lancar jaya 🎉🎉🎉",1,2026-04-09T03:37:24Z,bro samsung a57 gak jauh beda sama samsung a72 lebih baik a72 cuma 2jtan lancar jaya
"Harga terlalu tinggi minim upgrade ketimbang para pesaingnya, dan di harga segitu penyimpanan cuma 256 GB 🥴",0,2026-04-09T03:37:00Z,harga terlalu tinggi minim upgrade ketimbang pesaingnya harga segitu penyimpanan cuma 256 gb
Gua mau pindah ke poco x8 🤣🤣🤣,0,2026-04-09T03:36:52Z,gua mau pindah poco x8
poco x80 promax ku menangis melihat ini,0,2026-04-09T03:36:31Z,poco x80 promax ku menangis melihat
"Redmi 11 cuma bisa baca 2 partisi hdd eksternal (dari 3)... Gua kira semua hp gitu... 
Tapi setelah nyobain nyolokin ke hp samsung a07 bisa terbaca 3 partisi 😅😅😅

Ini yg busuk kira hp/hyperOS/xiaomi???",0,2026-04-09T03:36:26Z,redmi 11 cuma baca 2 partisi hdd eksternal 3 gua kira semua hp gitu nyobain nyolokin hp samsung a07 terbaca 3 partisi yg busuk kira hphyperosxiaomi
I Love Samsung A Series ....,0,2026-04-09T03:36:21Z,i love samsung a series
"hmm samsung a 5 series smoga ga kehilangan jati diri sbagai andalan hp diharga mid range,, klo ini udh nanggung mending flagship, upgrade dikit pula, terlalu nyaman sama loyalitas pasar😅",0,2026-04-09T03:36:06Z,hmm samsung a 5 series smoga ga kehilangan jati diri sbagai andalan hp diharga mid range klo udh nanggung mending flagship upgrade dikit terlalu nyaman sama loyalitas pasar
"Setelah hampir 2 tahun pakai samsung galaxy s22, akhirnya layar hp gua greenline😂",0,2026-04-09T03:35:58Z,hampir 2 tahun pakai samsung galaxy s22 akhirnya layar hp gua greenline
terlalu kekeh pada pendiriannya si samsung,0,2026-04-09T03:35:17Z,terlalu kekeh pendiriannya si samsung
Dengan selisi harga gak jauh dari v70 mending mana bang,0,2026-04-09T03:35:00Z,selisi harga gak jauh v70 mending mana bang
"memang harus di akui samsung udah kadung punya konsumen setia karna dia merek lama dan build quality dan ui bagus bebas iklan. Cacat samsung itu cuma light sabernya aja. Kalo ga rame masalah light saber, susah hape android lain buat goyang samsung. Pengalaman gw pake 3 kali hape midrange china, tiap dipake dua tiga tahun rusak sendiri hape nya. Layarnya error lah, lubang jack earphone tiba2 oblak, tombol2 oblak, matot, batre kembung pas ganti batre baru dipake ga lama matian sendiri hape nya. Pengen sih pake hape china lagi tapi ya itu kalo kualitas midrange nya masih suka fail tiap dua tahun males juga gw. Ini sering ga di bahas karna rata2 orang karna memang masih berpenghasilan cukup, gonta ganti hape cuma sekitar dua tahunan hingga masalah build quality ini kurang terangkat. Apalagi merek2 baru, gw masih ragu dengan kualitas ketahanan material untuk penggunaan jangka panjang.",0,2026-04-09T03:34:56Z,memang akui samsung udah kadung punya konsumen setia karna merek lama build quality ui bagus bebas iklan cacat samsung cuma light sabernya aja kalo ga rame masalah light saber susah hape android buat goyang samsung pengalaman gw pake 3 kali hape midrange china tiap dipake tiga tahun rusak sendiri hape nya layarnya error lah lubang jack earphone tiba2 oblak tombol2 oblak matot batre kembung pas ganti batre baru dipake ga lama matian sendiri hape nya pengen sih pake hape china kalo kualitas midrange nya suka fail tiap tahun males gw sering ga bahas karna rata2 orang karna memang berpenghasilan cukup gonta ganti hape cuma tahunan hingga masalah build quality kurang terangkat merek2 baru gw ragu kualitas ketahanan material penggunaan jangka panjang
Hmm 🙂,0,2026-04-09T03:34:45Z,hmm
"Samsul ga niat jualan . Kalo mau ya udah ga mau gpp . 

Sombong bner ini brand 🤣🤣 

IQOO Poco dan Xiaomi FULL Senyum",0,2026-04-09T03:34:41Z,samsul ga niat jualan kalo mau udah ga mau gpp sombong bner brand iqoo poco xiaomi full senyum
Coba review camon 50 pro,0,2026-04-09T03:34:27Z,coba review camon 50 pro
Msh brtahan di a56 krna ga mungkin orang sprti sya tiap thn gnti2 hp.,0,2026-04-09T03:33:55Z,msh brtahan a56 krna ga mungkin orang sprti sya tiap thn gnti2 hp
Tecno Camon 50 Pro 5G plis hehe,0,2026-04-09T03:33:49Z,tecno camon 50 pro 5g plis hehe
SAMSUNG GALAXY A56.5 ONE UI nya aja 8.5 😂,0,2026-04-09T03:33:33Z,samsung galaxy a565 one ui nya aja 85
Bang poco f8 pro blom bang..,0,2026-04-09T03:33:31Z,bang poco f8 pro blom bang
"tetep bersyukur sebelum lebaran dapet Poco X7 Pro harga 4,7 jt wkwkwk",36,2026-04-09T03:33:27Z,tetep bersyukur lebaran dapet poco x7 pro harga 47 jt wkwkwk
"Sebagai pengguna A52, jujur enak banget sebenarnya pakek Samsung, tapi sekarang harganya berbanding terbalik dengan memori penyimpanan, akhirnya kemaren pesan Poco X 8 Pro Max dengan memori 512..",0,2026-04-09T03:33:12Z,pengguna a52 jujur enak banget sebenarnya pakek samsung sekarang harganya berbanding terbalik memori penyimpanan akhirnya kemaren pesan poco x 8 pro max memori 512
Ayolah samsung secara fisik sudah sempurna tinggal upgrade kamera biar tambah ganteng ya seperti harapan penggemar anda agar diselipkan tele atau ultrawide  resolusi pixel kameranya di upgrade,2,2026-04-09T03:32:50Z,ayolah samsung fisik sempurna tinggal upgrade kamera biar tambah ganteng harapan penggemar diselipkan tele ultrawide resolusi pixel kameranya upgrade
akhirnyaaaaa bezel tipis,0,2026-04-09T03:32:35Z,akhirnyaaaaa bezel tipis
