author,text,likes,published_at
@Halah_58,"Makin lama harga mid range, nyentuh harga flagship ekonomis (FE) 😢😢.
harusnya A5* ini rentang 5-6,99jt.",54,2026-04-09T03:53:16Z
@ignatiuselvin8244,"Sebagian user samsung, kok takut suatu saat nanti hancur karena,""mesombongannya""",0,2026-04-09T03:53:07Z
@SuperYouKey,"Gak terlalu layak beli yah klo udah punya A56, tapi klo HPnya udah pake 5 s/d 7 thn lumayan layak lah buat di beli samsung a57 ini, mungkin bisa dpt alternatif lain dengan harga yg seimbang dengan hp ini.",0,2026-04-09T03:53:04Z
@definityID,poconya beraksi,0,2026-04-09T03:52:45Z
@albertalislami8037,Makin lama makin ngelunjak brand ini,0,2026-04-09T03:52:16Z
@loganfamilychannel-lyn,"Mantap Bang A57 SAMSUNG keren banget sukses selalu untuk Team Gedgetin, GBU.",2,2026-04-09T03:51:58Z
@yunanarief474,"samsung terlalu nyantai sih masa hp baru updatenya tipis bgt, cuma fokus di design aja udah ngga kyk awal keluar seria A dengan performa dan harga yg cocok bgt
terlalu percaya diri dengan fansnya tapi tidak menganggap fans sebagai penompangnya keberlanjutan reputasi samsung dikelas mid range",0,2026-04-09T03:51:52Z
@freedom.villa.channel,"samsung seri A ini kayaknya semacam honda seri vario, susah banget buat lain nya klo mau ngelawan",0,2026-04-09T03:51:38Z
@emanueltriyaji8,ga worthed harganya mending poco x8 promax,0,2026-04-09T03:51:15Z
@sandessinabang8434,Kalau HP Samsung tunggu aja 1-2 bulan lg ntar udah turun harga minimal 1 juta bisa 2 juta 😂,0,2026-04-09T03:51:06Z
@FACHRURROZIQFACHRURROZIQ,Bang David kenapa udah gak review Tecno bang?😅,0,2026-04-09T03:50:48Z
@fistwood,"Harga oh hargaaa, ngerti sih lagi Ram crisis, tapi se engganya kasih lensa tele kek, supaya harganya make sense",0,2026-04-09T03:50:41Z
@bonevermiss,"Samsung tetap d hati,tp budget tdk bisa bohong dipaksa jd ke yg lain hati (hp cina)",0,2026-04-09T03:50:37Z
@hallosmackdown,Masih setia make A50 buat nontonin perkembangan A series😌🤌,0,2026-04-09T03:50:12Z
@SaGas-sb4me,Samsuul pelit😂,0,2026-04-09T03:50:11Z
@septianrahman1187,Terima kasih bang udah mau update,0,2026-04-09T03:50:05Z
@SabDiana-p6f,Samsung kok pelit bezel ya,0,2026-04-09T03:49:40Z
@LASKARANAKPULAU,Ya udahlah yaa THIS IS SAMSUNG,0,2026-04-09T03:49:37Z
@anggaagung6194,"Gara2 harga a57 yg kebangeten karna dr awal suka a series,skarang jadi bisa ngerasain kelebihan series S 😂
Akhirnya ambil s24fe & ternyata banyak lebihnya dan gk nyesel pindah series 🤣 dipakek indor apalagi outdoor mata gk perlu merem2 dan nutupin hp lg buat liat layarnya...",0,2026-04-09T03:49:26Z
@yusufahmadsyafii_1196,Beli di bulan april dapet diskon 1.7 juta,0,2026-04-09T03:48:56Z
@DanyNdhuablex,"Kalau cuma buat WA FB yutub samsung memang bndel awet sampai bertahun2
Aku masih pakai samsung A02s",0,2026-04-09T03:48:54Z
@anggraini2254,Yah terlanjur co rewiuny baru muncul...hikshikss....agak nyesel belinya,0,2026-04-09T03:48:44Z
@samoonidino5812,Nonton A57 pake A55😂,2,2026-04-09T03:48:39Z
@aldiwekoila6875,"udah kecewwa pake samsung, pke S series kmren kena lightsaber , mid range nanggung. hadeh",0,2026-04-09T03:48:33Z
@a.fikrinailularzaq4105,Samsung jual gimik,0,2026-04-09T03:48:33Z
@aminfathur7843,"Masih ada samsung A31 😂
Kalo beli samsung lagi kayanya tidaak.. 😂
Mending merk lain..",0,2026-04-09T03:48:11Z
@AndreasJR1310,Ga nyesel pilih S25 FE dibanding ini,0,2026-04-09T03:47:29Z
@jemmyfox5166,"Samsung tetap kalah dibatre,pake nonstop cuma dapat setengah hari,sedang hp lain sudah sampe seharian batrenya sanggup,tidak lama lagi Samsung kalah dgn Xiaomi Oppo dan iqoo",0,2026-04-09T03:47:18Z
@chevynanda4960,Mantaaap,0,2026-04-09T03:47:17Z
@kammaseofficial,Akhirnya di riviuw jgaa yg di tunggu2,0,2026-04-09T03:47:12Z
@upikleha,Poco x8 pro vs Samsung a57 bg...,0,2026-04-09T03:47:10Z
@clippingrandom0,Geecep,0,2026-04-09T03:46:50Z
@feriyanto6903,Hadir,0,2026-04-09T03:46:48Z
@aiciyoo,pengen tp harganya jauh bgt,0,2026-04-09T03:46:29Z
@kembooL6969,klo 5-6 jutaan mending poco,0,2026-04-09T03:46:26Z
@wowovanmbothen,"Samsung A57 adalah Samsung A56 versi yang diekspetasikan banyak orang: bezzel tipis, ringan, design, super amoled+, IP68, kamera depan 1080p 60fps, transisi rekaman video dll

Yg mana semuanya itu hampir bare minimum buat HP midrange di harganya",0,2026-04-09T03:45:43Z
@airlanggarifky5619,Pasukan A55 mana suaranyaaa....,0,2026-04-09T03:45:42Z
@bemow8313,Nahh akhirnya..Wajib harus nungguin video bang David dulu ngereview bru beli 😃,0,2026-04-09T03:45:23Z
@JoesaveAbraham,Harga lebih mahal dari generasi sebelumnya,0,2026-04-09T03:45:22Z
@abasbasri,Udah gila 😂,0,2026-04-09T03:45:20Z
@iskandarachmad3736,Aku malah lebih suka desain ss a56 5g,0,2026-04-09T03:45:11Z
@ahmadsarpani6895,"Nonton pake samsung A55 cuma bisa tersenyum, soalnya gak terlalu jauh perbedaannya",0,2026-04-09T03:44:43Z
@wilyx09-n9y,review infinix gt 30 5g,0,2026-04-09T03:44:42Z
@giornogiovana8421,"Kalo nggk flagship jangan pake samsung, tanggung,,",0,2026-04-09T03:44:20Z
@ejatadashi,Overprice ga si mending langsung s25 fe😂,0,2026-04-09T03:43:45Z
@ZivaCHL,"Gw user A56 mei nanti udah setahun pemakaian,dilihat dr spek A57 gw rasa ga harus update krna ga terlalu signifikan..",0,2026-04-09T03:43:31Z
@andikardian9014,"Kalo dilihat dari harganya ini setara Xiaomi 15t sampe Poco f8 pro.

Secara spek jelas kalah jauuuuuh kalo dibandingin Xiaomi 15t apalagi Poco f8 pro.

Secara kualitas, durabilitas, update software, garansi dll antara hp China dan Samsung sekarang mirip2.

Tapi user Samsung rela bayar lebih buat experience software yg lebih bagus.

Ini mah bayar HP-nya 5 juta, bayar UI dan nama brand 3-4 juta. Tapi kalo rela sih gak masalah.",0,2026-04-09T03:43:30Z
@hideswi7924,Yg nonton pake samsung A56 👆,1,2026-04-09T03:43:27Z
@TEPUNG-SORGHUM,Bang david...Kalo boleh bandingin A57 VS X8 Pro MAX...supaya fanboy terbuka matanya..,1,2026-04-09T03:42:55Z
@rifqifaz07,"kemballi lagi, usernya d bikin nyaman pake OneUI",0,2026-04-09T03:42:39Z
@digiprobyanton,"selama pakai exynos, g dulu mohon maaf terima kasih, masih nyaman A73 yg snapdragon",0,2026-04-09T03:42:32Z
@Tjetjeb,"Mending fe series sekalian, tinggalin A series not worthit untuk upgrade, mending hp² jianghu, hp² murim udah gk menarik",0,2026-04-09T03:42:31Z
@Arya_Imansyah,masih menunggu Review IQOO 15 Ultra,0,2026-04-09T03:42:11Z
@hatarii_03,"Masih setia sama samsung m23 5g pemakaian sdh 3tahun masih lancar
apa yang patut di banggakan
Jaringan sudah sama sama 5g
Paling bedanya di cipset ram sama internal
Ikutin nafsu gak ada habisnya",0,2026-04-09T03:41:40Z
@gamel7495,Ngk beda jauh A56 harga juga beda jauh 😂😂😂,0,2026-04-09T03:41:27Z
@ywat909,Layar gampang garis hijau... Udah basiii sama merek yang 1 ini,0,2026-04-09T03:41:14Z
@rapunzell..,bang coba review kamera dong yg bagus untuk thn ini dan harganya juga yg terjangkau,0,2026-04-09T03:41:12Z
@niforahmatgusti5090,Sekarang itu kayaknya rumus beli Hp Samsung 1 generasi dari yang terbaru.,0,2026-04-09T03:40:49Z
@bismillahirrahmanirrahim-b8d,Yg liat samsung A57 apakah ada yg kaget dengan updatenya??,0,2026-04-09T03:40:47Z
@azemiamia199,Pelit casan,0,2026-04-09T03:40:44Z
@Irwansyah-ei5mt,"Baru ganti a56 1 bulan lalu, a57 malah nongol😢",0,2026-04-09T03:40:39Z
@diegalagung700,Nunggu a58 lah hahahahha,0,2026-04-09T03:40:39Z
@kameradepok6199,Berarti mending ga udah upgrade yaaak😂,0,2026-04-09T03:40:19Z
@rizkyds693,orang ke 36.427,0,2026-04-09T03:40:12Z
@ekoseptiono5006,"Bang sorry,coba dong review Sony xperia 1 mark vii",0,2026-04-09T03:39:49Z
@mestagaleek4890,MASIH SETIA NUNGGU REVIEW TECNO CAMON 50 PRO 5G,0,2026-04-09T03:39:37Z
@MilesGarage,msh pakek A54 krn msh ad slot buat mmc,0,2026-04-09T03:39:24Z
@AlGofani-n3v,Ga usah beli hahaha jelek,0,2026-04-09T03:39:13Z
@Arief-R9,Siapa yg nonton review A57 sambil pake samsung A55 5G?😅,1,2026-04-09T03:38:59Z
@meisandy6702,Di harga segitu mending ambil poco x 8 pro max udh dapet yg 12/512 masih ada kembalian,0,2026-04-09T03:38:53Z
@jabardika8887,"Skipp mending a56 aja
Dulu juga fansboy samsung. Tapi ketika LCD kenak. Mahal banget dan itungan nya rugi. 2 tahun udah mulai lemot.",0,2026-04-09T03:38:32Z
@gifajar2427,Masih setia di j5 Prime sampe sekrang✌,0,2026-04-09T03:38:26Z
@cicilalangBOYS,A55-A56 laris ya harga nya masih beneran mid range. Dan masih banyak point plus di range harga segitu. Kalau A57 Dengan harga segini ya gk worth lahh. Mepet s25 FE😂,0,2026-04-09T03:38:14Z
@RealmeRealme-r4t7v,Yang a55 aja belum kebeli malah keluar aja a57 😢,1,2026-04-09T03:38:07Z
@deodewa1484,dah bosen di midrange sekarang pake s25+,0,2026-04-09T03:37:25Z
@infonusaindo,"Bro SAMSUNG A57 gak jauh beda sama SAMSUNG A72 😅😂 , lebih baik A72 cuma 2jtan masih lancar jaya 🎉🎉🎉",1,2026-04-09T03:37:24Z
@kragel99,"Harga terlalu tinggi minim upgrade ketimbang para pesaingnya, dan di harga segitu penyimpanan cuma 256 GB 🥴",0,2026-04-09T03:37:00Z
@KESKO19,Gua mau pindah ke poco x8 🤣🤣🤣,0,2026-04-09T03:36:52Z
@pemudapancasila-j6x,poco x80 promax ku menangis melihat ini,0,2026-04-09T03:36:31Z
@farzx3428,"Redmi 11 cuma bisa baca 2 partisi hdd eksternal (dari 3)... Gua kira semua hp gitu... 
Tapi setelah nyobain nyolokin ke hp samsung a07 bisa terbaca 3 partisi 😅😅😅

Ini yg busuk kira hp/hyperOS/xiaomi???",0,2026-04-09T03:36:26Z
@jamesdevanand1079,I Love Samsung A Series ....,0,2026-04-09T03:36:21Z
@ahmadsat3952,"hmm samsung a 5 series smoga ga kehilangan jati diri sbagai andalan hp diharga mid range,, klo ini udh nanggung mending flagship, upgrade dikit pula, terlalu nyaman sama loyalitas pasar😅",0,2026-04-09T03:36:06Z
@BangTyo_99,"Setelah hampir 2 tahun pakai samsung galaxy s22, akhirnya layar hp gua greenline😂",0,2026-04-09T03:35:58Z
@IsaLantoer,terlalu kekeh pada pendiriannya si samsung,0,2026-04-09T03:35:17Z
@lukmanicardi103,Dengan selisi harga gak jauh dari v70 mending mana bang,0,2026-04-09T03:35:00Z
@Penawd,"memang harus di akui samsung udah kadung punya konsumen setia karna dia merek lama dan build quality dan ui bagus bebas iklan. Cacat samsung itu cuma light sabernya aja. Kalo ga rame masalah light saber, susah hape android lain buat goyang samsung. Pengalaman gw pake 3 kali hape midrange china, tiap dipake dua tiga tahun rusak sendiri hape nya. Layarnya error lah, lubang jack earphone tiba2 oblak, tombol2 oblak, matot, batre kembung pas ganti batre baru dipake ga lama matian sendiri hape nya. Pengen sih pake hape china lagi tapi ya itu kalo kualitas midrange nya masih suka fail tiap dua tahun males juga gw. Ini sering ga di bahas karna rata2 orang karna memang masih berpenghasilan cukup, gonta ganti hape cuma sekitar dua tahunan hingga masalah build quality ini kurang terangkat. Apalagi merek2 baru, gw masih ragu dengan kualitas ketahanan material untuk penggunaan jangka panjang.",0,2026-04-09T03:34:56Z
@yeziahmadsetiaji6345,Hmm 🙂,0,2026-04-09T03:34:45Z
@terubozu9841,"Samsul ga niat jualan . Kalo mau ya udah ga mau gpp . 

Sombong bner ini brand 🤣🤣 

IQOO Poco dan Xiaomi FULL Senyum",0,2026-04-09T03:34:41Z
@Rijalzm,Coba review camon 50 pro,0,2026-04-09T03:34:27Z
@MasHabi-k3m4g,Msh brtahan di a56 krna ga mungkin orang sprti sya tiap thn gnti2 hp.,0,2026-04-09T03:33:55Z
@HendraRismana,Tecno Camon 50 Pro 5G plis hehe,0,2026-04-09T03:33:49Z
@janu3mg,SAMSUNG GALAXY A56.5 ONE UI nya aja 8.5 😂,0,2026-04-09T03:33:33Z
@DellaSari-m9l,Bang poco f8 pro blom bang..,0,2026-04-09T03:33:31Z
@mochamadyusupputra6310,"tetep bersyukur sebelum lebaran dapet Poco X7 Pro harga 4,7 jt wkwkwk",36,2026-04-09T03:33:27Z
@ridwantanjong,"Sebagai pengguna A52, jujur enak banget sebenarnya pakek Samsung, tapi sekarang harganya berbanding terbalik dengan memori penyimpanan, akhirnya kemaren pesan Poco X 8 Pro Max dengan memori 512..",0,2026-04-09T03:33:12Z
@AntoniDanisaiganta,Ayolah samsung secara fisik sudah sempurna tinggal upgrade kamera biar tambah ganteng ya seperti harapan penggemar anda agar diselipkan tele atau ultrawide  resolusi pixel kameranya di upgrade,2,2026-04-09T03:32:50Z
@FadhilJadiDutaShampoLain,akhirnyaaaaa bezel tipis,0,2026-04-09T03:32:35Z
@YULIAAPE.S,Kapan nihh samsung buat hp midrange yg compact tp kualitasnya tetap,0,2026-04-09T03:32:26Z
@wagamama246,"Kalo cari performa poco x8 pro aja 8/512 dapet di harga 4,7 jt.",0,2026-04-09T03:32:15Z
@hokilaba714,Sampe a60 bsok jg gk seberapa canggih,0,2026-04-09T03:32:10Z
@HeriLaia-q8v,Jelek desainnya makin panjang aja hp nya g kompek mending s25fe aja sekalian😂,0,2026-04-09T03:32:04Z
@miftha652,Menarik 🤎,0,2026-04-09T03:31:51Z
@RallVeL,"A37 kapan di bahas,",1,2026-04-09T03:31:42Z
@YolaValery-z4e,Mending s24 fe atau s25 fe,0,2026-04-09T03:31:34Z
@rahmanqamiqi8861,Bg david rekomendasi tap atau tablet dong,0,2026-04-09T03:31:22Z
@anscapteu,stay a54 ajalah wkwkw,0,2026-04-09T03:30:54Z
@arthawijaya4022,hape ampaassss,0,2026-04-09T03:30:44Z
@datusimbe9983,"A56 12/256 sy dapetnya di 5,4 dpt bonyus charger juga😂. ngerasa beruntung banget kalo liat harga skrg yg naik lagi",0,2026-04-09T03:30:39Z
@zulhelmihelmaful,Hadir,0,2026-04-09T03:30:17Z
@RikoChOfficial,1:32 Hanya membutuhkan satu kertas kecil saja buat nunjukin daftar upgrade nya wkwk,15,2026-04-09T03:30:16Z
@rasyadansyamsulputrapamung4763,super ga worth it harga 7jt dpt samsung a57🤣,0,2026-04-09T03:30:02Z
@jokaguya7086,Camera macro udah bisa di ganti. Kalo harga udah tembus 8jt.,0,2026-04-09T03:29:44Z
@muhammada3095,Kalo ini sudah beneran tanggung. Tambah dikit sudah dapat S25 FE....,0,2026-04-09T03:29:38Z
@gaooo8725,Upgrade tipis harga naik gak ngotak.. 😂😂😂😂,0,2026-04-09T03:29:37Z
@densuryo79,Kenapa ya samsung gak pernah ngasih chipset gahar di mid rangenya kikir bener🗿🗿🗿,1,2026-04-09T03:29:36Z
@adyprasojo3991,Masih bertahan di A55,0,2026-04-09T03:29:28Z
@Surahmi-y6n,"Udah pakai samsung s 23 sekarang coba iphone  ,,,lebih enak pakai hp senter ,,,",0,2026-04-09T03:29:23Z
@nobar8606,Nubia Neo 5 max bang...,0,2026-04-09T03:29:13Z
@muhammadkamaludin7026,Review Tecno camon 50 pro 5G dong bang david,0,2026-04-09T03:29:11Z
@prawiro4919,"Battray, chipset, jadi pertimbangan.",0,2026-04-09T03:29:01Z
@robbiqc6250,"Serie A5x yg BIASA bgt, lbh baik ga keluar penerusnya drpd keluar baru karena tradisi....

Saatnya ga rekomen serie A5x nya Samsung, karena buang2 duit 👎",0,2026-04-09T03:29:00Z
@attokhirunalbadri3268,Oppo Reno 15 series kok gk direview bg,0,2026-04-09T03:28:56Z
@AlphardNathanaelSianipar,"Jujur, menurut saya A57 ini kurang worth it untuk harganya. Dengan harga dan spec seperti itu, masih lebih worth it buat beli S25 FE yang harganya ternyata ngga begitu jauh. Udah gitu, S25 FE dibekalin processor yang lebih kenceng yaitu Exynos 2400 dibanding A57 dengan harga 9 jutaan, yang masih pake Exynos 1680

Jadi ya menurut saya saya kurang suka sama A57, dan masih mendingan buat ambil A56 untuk sekarang",0,2026-04-09T03:28:45Z
@AchbarSatriaPamungkas,A57 atau s24 ?,1,2026-04-09T03:28:43Z
@Wadaibasi23,Bertahan di A36 dulu deh 😅,0,2026-04-09T03:28:40Z
@KaryawanSukses,coba riview Iphone Luna Bang!!,0,2026-04-09T03:28:35Z
@dwichristianto7729,Samsung habis study banding ke bbk grup 🤣🤣,0,2026-04-09T03:28:34Z
@gus.bro17,"dri xiomi pindah ke samsung, rasanya kayakl plong banget, baru tau kalau samsung se bagus itu di harga mid end.. pada akhirnya aku stay di samsung aja hhhhhhhhh",0,2026-04-09T03:27:47Z
@ibnyyasa8113,mending A56 saja bos.. lebih murah. spek sama sama saja..,0,2026-04-09T03:27:44Z
@kairoxaquil,Aku nonton pakai S21fe 😊,0,2026-04-09T03:27:39Z
@GazaCeaseFireNow67-26,Aku lah orang terakhir melihat video ini,0,2026-04-09T03:27:36Z
@danendraseptianarif3138,"A51 saya masih hidup dan bisa main mobel lejen tipis2 , pembelian pas dulu awal launching . A55 masih nyaman buat main game dan kamera juga masih normies lah untuk sekarang , ps : beli di awal launching. jadi kemungkinan nnti akan memikirkan beli kalau ada A59 wkwkwk",0,2026-04-09T03:27:30Z
@This_Is_Trazzo,"Aku user A56, setelah lihat video mas david tentang A57 kelihatan kamera bump A56 lebih baik dari A57, A56 sedikit kedalam dan A57 menjorok keluar yg mana bakal rawan ke gores atau sebagainya",0,2026-04-09T03:27:21Z
@Newbee-c8q,"Secuil amat itu kertasnya, ngakak haha. Lawak bet, nice",0,2026-04-09T03:27:05Z
@SMAwal-o9v,WKWKWKWKW GA WORTH,0,2026-04-09T03:27:00Z
@Dimasyqigaming,Sdh punya A56. Auto skip,0,2026-04-09T03:26:46Z
@musfikamirullah6315,Tolong review Tecno Camon 50 Pro bang david,0,2026-04-09T03:26:11Z
@muhammadadam4820,"Samsung nyaman,aman",1,2026-04-09T03:26:06Z
@leehtp4707,"Kameranya gempa begitu, kok berani jual semahal itu!!!",0,2026-04-09T03:26:02Z
@fikrimujtahidhaikalhamzah9052,A56 bakal jadi alternatif bahkan bisa goib dipasaran,0,2026-04-09T03:26:01Z
@jhonibala9044,Mas david sya bolh gk bli hp itu yg di pegng mas david🤣,0,2026-04-09T03:25:21Z
@Leonardodanyaan,"Alamak 7jt an dengan fitur dan zooming yang di perbaruin,maybe buat sekarang kaya nya bertahan Ama A56 dulu aja karena hitungan masih enak juga di tahun sekarang.",0,2026-04-09T03:25:15Z
@theyansaputra,Gw yang masih nonton ini di A52😂,0,2026-04-09T03:25:09Z
@sekaizulka,iuh hp apa ini.. iuhhh,0,2026-04-09T03:25:08Z
@mobiletechrepair1600,Masih betah Ama blackshark 2 dan rog 8,0,2026-04-09T03:24:45Z
@thebost5951,HP yang hobi nya bikin layar lightsaber awowkwowko,0,2026-04-09T03:24:39Z
@MukhlismhmmdBjm,Review tecno camon 50 pro bang,0,2026-04-09T03:24:39Z
@DEDEJRZZ,Oppo a6s pliss Abang David,0,2026-04-09T03:24:35Z
@genshingaming3975,Mnding iqoo 15r lah 😂,1,2026-04-09T03:24:32Z
@mozes9995,Tetap poco donk andalan g pelit charger😂😂,0,2026-04-09T03:24:30Z
@Anakmudabolmong,Ini sungguh-sungguh menjijikan.. di harga segitu masih belum dikasih lensa telephoto juga😂😂😂 ini HP sampah.🤮🤮🤮🤮,0,2026-04-09T03:24:24Z
@DEDEJRZZ,Oppo a6s pliss,0,2026-04-09T03:24:23Z
@shevamilan9408,Tunggu galaxy A58 aja lbh bnyk upgrade 😂😂,0,2026-04-09T03:23:57Z
@izazahmadharyanto8680,s25 FE jauh lebih logis,0,2026-04-09T03:23:49Z
@botmlbb28,"Samsung, vivo terbaik, pernah pakai poco asli sangat menyesal beli.",0,2026-04-09T03:23:49Z
@sanimunawar,Harganya udah dapet S25 Fe,0,2026-04-09T03:23:44Z
@azrulxkiss-shot,"Apa turun ke A37 lebih worth it,atau mending a56?",0,2026-04-09T03:23:37Z
@Albiansyah_26,mirip² hp gw A17 ya designnya,0,2026-04-09T03:23:25Z
@ariegen4117,Pertama,0,2026-04-09T03:23:14Z
@daivaekadanta9321,"Pengen s25 fe, beliin dong",0,2026-04-09T03:23:14Z
@rizzzlizzz,Sebagai user a5 series jujur kapok pake samsung 😅 PANAAAASSSS NYA GAK NGOTAAKKK,1,2026-04-09T03:23:13Z
@Tohru_De_alk,The real mending s25FE🗿,0,2026-04-09T03:23:13Z
@RinduSiahaan-h5l,"Kebetulan aku pake S25 FE bang. Aku dapat 10,4 juta internal 512 GB dapat bundling Galaxy Buds Core antigores 2 pcs premium, dan Jelly Case premium",0,2026-04-09T03:22:58Z
@CahKeteb-p5f,"6,7 rata rata ukuran 

Pdahal makin canggih harusnya makin kecil dan ringkas",1,2026-04-09T03:22:56Z
@sugiyonokho5865,"mantab di speed charging nya yg sdh pakai 45w yg pasti nya tentu banyak persamaan di produk OEM/third party, atawa istilah nya ada persamaan dengan gan charger adaptor di luar sana,gak spt 25w nya Samsung, btw kenapa gak sekalian kapasitas batere nya jadi 6.500 ~ 6.000 lah minimal, khan pasang harga juga gak murah itu, kecuali buat FanBoys nya Lah yaa_ & gw rasa akan tergerus apa pindah ke lain hati sih, kLo gini-gini terus mah, yg jelas Samsung bukan buat kaum mendang mending sih pastinya",0,2026-04-09T03:22:47Z
@sanimunawar,Klo liat videonya kayak bagus Poco x8 pro kemarin gak sih....😮,0,2026-04-09T03:22:39Z
@ekowahyuprastya3491,Jadi mending samsung S25 FE,0,2026-04-09T03:22:32Z
@centemo,mending ini apa S25 FE sih?,0,2026-04-09T03:22:05Z
@nasrudinlingard6641,"Buat saya samsung A12 sudah sangat wort it , awet , mudah , batre awet , kemarin jatuh muncul garis ku kira wah Layarnya kena nih ,makin lama makin lebar , tapi gak tau kenapa tiba tiba menipis itu garis , dan lama lama hilang sendiri , samsung tetep brand besar , saya pilih samsung",0,2026-04-09T03:22:01Z
@chairulmunir4830,"saya penguna A55 dan masih betah sama doi ,tapi kalau A57 harganya segitu hehhehe,,koplak,,samsung terlalu nyaman dan santai di tahun ini vivo,realme,oppo,dan comon dah buat banyak perubahan di tahun ini .",67,2026-04-09T03:21:48Z
@Reza-l1n1f,comper BG camon 50 pro😊😊,1,2026-04-09T03:21:23Z
@aironmenxx,nontonnya pake samsung A55,0,2026-04-09T03:21:21Z
@muhammadafrizal1541,Nonton ini pake samsung A56 :v,1,2026-04-09T03:21:17Z
@zeronochannel8319,5:31 exynos 1680 kalo di setarain sama prosesor mainstream yang kebanyakan brand hp pake(mediatek/mediatek dimensity atau snapdragon) itu setara dengan apa apa ya? Pengen coba samsung cuma saya main game game berat,0,2026-04-09T03:20:59Z
@Mujiwsb,"Nonton video ini masih pake a52, bismillah semoga tahun ini bisa megang a57 🤲🏼.",0,2026-04-09T03:20:52Z
@Ali_Imron292,"Dagu oh dagu...
Di harga segitu",0,2026-04-09T03:20:14Z
@Sapp.7420,"Secara harfiah, kebalikan dari SoC Apple dan sistem operasi iOS.",1,2026-04-09T03:20:07Z
@inu8267,Hp ini cocok buat sehari harian jangan terlalu di geber geme berat hp ini cocok buat jangka panjang ❤,0,2026-04-09T03:20:06Z
@vansubagja,"11:06 bang udah bang, gw emosi bgt liatnya 😭",1,2026-04-09T03:19:54Z
@annaliseh9727,"bang denger"" dari tukang reparasi HP, samsung seri A..7 sering masalah ganti LCD karena bentuk rangka supportnya ga sebaik sebelumnya jadi kalo jatuh gampang retak",0,2026-04-09T03:19:31Z
@4fifd4lm43,Masih nyaman di A55,1,2026-04-09T03:19:19Z
@ryuhayabusa5360,"Stay di asus zenfone 11 utra aja uda 16/512..dapat harga 7,6jt di online shop bln 1 kemarin 😂😂",0,2026-04-09T03:18:59Z
@bettersleeeep,"sbg ex-user A52 sejak 2021 cm bs ngangguk"" 🤒",0,2026-04-09T03:18:44Z
@duniamaya2877,Kikir kikir,2,2026-04-09T03:18:42Z
@anakkampoeng-z3x,kamera belakang masih jiper wkwk,0,2026-04-09T03:18:36Z
@ekabayukurniawan7595,"masih pake Huawei P30 Pro,,,dh 8 tahun masih gk ada lemot dari dipake game walo dipake canva, istri masih pake S10 plus tapi kondisi sudah mulai berat,,,",0,2026-04-09T03:18:36Z
@JackFlashEfford,Tecno camon 50 pro gak mau direview nich bang? Padahal nunggu reviewnya nich.,1,2026-04-09T03:18:09Z
@wesiyoiwesii,"😂😂😂😂😂
Exynossssss CAMCUNG masih lawak kocakkk.

Kapok pake d A54, ipar q jg sama keluhany d A56.

Akhirny beli A36 SNAPDRAGON (kalah d kamera aja) bisa d edit.

Lainya JAUHHHHHHHH",1,2026-04-09T03:17:55Z
@I_MR2,"Jujur upgrade Samsung emg kadang lambat gitu si makanya gw yg pake A51 ganti ke Xiaomi 13T gara"" nyari price to performance. Tapi gw akui ketahanan Samsung A51, dah 6 tahun Masi aman",0,2026-04-09T03:17:50Z
@aliexaf,"Masih pakai Samsung a55 yang dibeli 2 bulan sebelum a56 launching yg waktu itu a55 lagi diskon potongan banyak sampe 1 juta lebih.
Sejauh ini emang senyaman itu hp Samsung ternyata.
Mungkin 2 atau 3 tahun lagi mau upgrade ke seri S reguler.",1,2026-04-09T03:17:48Z
@Zakaria-u6h3f,Saya pengguna samsung A56 mending ambil A56 aja dari pada A57 spek beda sdikit harga mehong. 😂,0,2026-04-09T03:17:29Z
@MandriAndri-fh4dl,Dan saya nonton pake hp samsung a52 dan msh nyaman sampai skrg,1,2026-04-09T03:17:26Z
@fandynjul,"David kayak mau gak mau reviewnya 😂😂 
Tapi tetep cuan dari ads mah gas bae 😂😂",0,2026-04-09T03:16:39Z
@foreveralone4015,A56 versi mahal,0,2026-04-09T03:16:35Z
@rosdelafrizal,Harga A57 terlalu mahal jika dibandingkan dengan A56.l dengan spek yg tidak terlalu jauh.,90,2026-04-09T03:16:33Z
@rafiutomo4057,"Memanfaatkan harga ram yang mahal wkwk oh iya satu lagi memanfaatkan kenyamanan ui yang bagus dari UI yang lain, dan penyepong selalu bilang Samsung UI setara iPhone , menurut gua kalo s26 ultra yaa iya bersaing sama iPhone",0,2026-04-09T03:16:30Z
@klepmx,"...walah udah keluar lagi aja, masih pake A50S (2019) speknya masih sangat cukup buat daily use terakhir pas pandemi aja ganti batere itu jg masih bisa klaim garansi sisa 2 bulan ganti gratis. Layar jg masih jernih bebas light saber apalagi layar burn in cuma minus tombol2 aja udah kurang responsif",0,2026-04-09T03:16:24Z
@harryhazmi2990,Apa udah kuat gk akan garis saber...,0,2026-04-09T03:16:21Z
@rudydwiwijaya3589,Samsung ketularan apple sejak S23 series yaitu upgrade tipis2,0,2026-04-09T03:16:20Z
@petrussuhanda2646,Chipset exynos panas panas panas samsung indonesia pake exynos terus,0,2026-04-09T03:16:17Z
@sageto82,Saya masih pakai Samsung A52s loh bang 😂,0,2026-04-09T03:16:16Z
@Ngehenk,Next REVIEW  GALAXY A37 nya,0,2026-04-09T03:16:12Z
@magicgaming6669,"Baru beli a56, baru muncul a57😂",0,2026-04-09T03:16:04Z
